Function,Generated,Ground Truth
"public com.google.protobuf.ByteString
getMessageBytes() {
    Object ref = message_;
    if (ref instanceof String) {
        com.google.protobuf.ByteString b =
            com.google.protobuf.ByteString.copyFromUtf8(
                (String) ref);
        message_ = b;
        return b;
    } else {
        return (com.google.protobuf.ByteString) ref;
    }
}",1000,code string message 0 code
"public Result invoke(Invoker<?> invoker, Invocation invocation) throws RpcException {
    if (invoker.getUrl().hasAttribute(MONITOR_KEY)) {
        invocation.put(MONITOR_FILTER_START_TIME, System.currentTimeMillis());
        invocation.put(MONITOR_REMOTE_HOST_STORE, RpcContext.getServiceContext().getRemoteHost());
            
        getConcurrent(invoker, invocation).incrementAndGet();
    }
        
    return invoker.invoke(invocation);
}",1 invocation,the invocation interceptor it will collect the invoke data about this invocation and send it to monitor center
"private void download(String url, Path targetPath) throws ExecutionException, InterruptedException, IOException, TimeoutException {
    AsyncHttpClient asyncHttpClient = new DefaultAsyncHttpClient(
        new DefaultAsyncHttpClientConfig.Builder()
            .setConnectTimeout(CONNECT_TIMEOUT)
            .setRequestTimeout(REQUEST_TIMEOUT)
            .setMaxRequestRetry(1)
            .build());
    Future<Response> responseFuture = asyncHttpClient.prepareGet(url).execute(new AsyncCompletionHandler<Response>() {
        @Override
        public Response onCompleted(Response response) {
            logger.info(""Download zookeeper binary archive file successfully! download url: "" + url);
            return response;
        }

        @Override
        public void onThrowable(Throwable t) {
            logger.warn(""Failed to download the file, download url: "" + url);
            super.onThrowable(t);
        }
    });
        
    Response response = responseFuture.get(REQUEST_TIMEOUT * 2, TimeUnit.MILLISECONDS);
    Files.copy(response.getResponseBodyAsStream(), targetPath, StandardCopyOption.REPLACE_EXISTING);
}",1. download the zookeeper binary archive file,download the file with the given url
"public String getDispather() {
    return getDispatcher();
}", return the dispatcher,typo switch to use get dispatcher
"public void testCompileJavaClass0() throws Exception {
    boolean ignoreWithoutPackage = shouldIgnoreWithoutPackage();
    JavassistCompiler compiler = new JavassistCompiler();

    if (ignoreWithoutPackage) {
        Assertions.assertThrows(RuntimeException.class, () -> compiler.compile(null, getSimpleCodeWithoutPackage(), JavassistCompiler.class.getClassLoader()));
    } else {
        Class<?> clazz = compiler.compile(null, getSimpleCodeWithoutPackage(), JavassistCompiler.class.getClassLoader());
        Object instance = clazz.newInstance();
        Method sayHello = instance.getClass().getMethod(""sayHello"");
        Assertions.assertEquals(""Hello world!"", sayHello.invoke(instance));
    }
}",0 tests run,javassist compile will find hello service in classpath
"public String resolveInterfaceClassName() {

    Class interfaceClass;
        
    String interfaceName = resolveAttribute(""interfaceName"");

    if (isEmpty(interfaceName)) { 
        interfaceClass = resolveAttribute(""interfaceClass"");
    } else {
        interfaceClass = resolveClass(interfaceName, getClass().getClassLoader());
    }

    if (isGenericClass(interfaceClass)) {
        interfaceName = interfaceClass.getName();
    } else {
        interfaceName = null;
    }

    if (isEmpty(interfaceName)) { 
        Class[] interfaces = serviceType.getInterfaces();
        if (isNotEmpty(interfaces)) {
            interfaceName = interfaces[0].getName();
        }
    }

    return interfaceName;
}",0 service interface name,resolve the class name of interface
"public void addProperty(String key, String value) {
    store.put(key, value);
}",0,add one property into the store the previous value will be replaced if the key exists
"public boolean hasCalled() {
    return called;
}",0 if the call to the action has been called,returns if the filter has called
"default String[] instanceParamsExcluded() {
    return new String[0];
}",0 is the default value for the excluded parameter count,params that need to be excluded before sending to registry center
"public void testWithConfigurationListenerAndLocalRule() throws InterruptedException {
    DynamicConfiguration dynamicConfiguration = Mockito.mock(DynamicConfiguration.class);
    Mockito.doReturn(remoteRule).when(dynamicConfiguration).getConfig(Mockito.anyString(), Mockito.anyString());

    ApplicationModel.defaultModel().getDefaultModule().getModelEnvironment().setDynamicConfiguration(dynamicConfiguration);
    ApplicationModel.defaultModel().getDefaultModule().getModelEnvironment().setLocalMigrationRule(localRule);
    ApplicationConfig applicationConfig = new ApplicationConfig();
    applicationConfig.setName(""demo-consumer"");
    ApplicationModel.defaultModel().getApplicationConfigManager().setApplication(applicationConfig);

    URL consumerURL = Mockito.mock(URL.class);
    Mockito.when(consumerURL.getServiceKey()).thenReturn(""Test"");
    Mockito.when(consumerURL.getParameter(""timestamp"")).thenReturn(""1"");

    URL consumerURL2 = Mockito.mock(URL.class);
    Mockito.when(consumerURL2.getServiceKey()).thenReturn(""Test2"");
    Mockito.when(consumerURL2.getParameter(""timestamp"")).thenReturn(""2"");

    System.setProperty(""dubbo.application.migration.delay"", ""1000"");
    MigrationRuleHandler<?> handler = Mockito.mock(MigrationRuleHandler.class, Mockito.withSettings().verboseLogging());
    MigrationRuleHandler<?> handler2 = Mockito.mock(MigrationRuleHandler.class, Mockito.withSettings().verboseLogging());

        
        
    MigrationRuleListener migrationRuleListener = new MigrationRuleListener(ApplicationModel.defaultModel().getDefaultModule());
    Assertions.assertNotNull(migrationRuleListener.localRuleMigrationFuture);
    Assertions.assertNull(migrationRuleListener.ruleMigrationFuture);
    MigrationInvoker<?> migrationInvoker = Mockito.mock(MigrationInvoker.class);
    MigrationInvoker<?> migrationInvoker2 = Mockito.mock(MigrationInvoker.class);

        
    migrationRuleListener.getHandlers().put(migrationInvoker, handler);
    migrationRuleListener.onRefer(null, migrationInvoker, consumerURL, null);

    MigrationRule tmpRemoteRule = migrationRuleListener.getRule();
    ArgumentCaptor<MigrationRule> captor = ArgumentCaptor.forClass(MigrationRule.class);
    Mockito.verify(handler, Mockito.times(1)).doMigrate(captor.capture());
    Assertions.assertEquals(tmpRemoteRule, captor.getValue());

    Thread.sleep(3000);
    Assertions.assertNull(migrationRuleListener.ruleMigrationFuture);





    ArgumentCaptor<MigrationRule> captor2 = ArgumentCaptor.forClass(MigrationRule.class);
    migrationRuleListener.getHandlers().put(migrationInvoker2, handler2);
    migrationRuleListener.onRefer(null, migrationInvoker2, consumerURL2, null);
    Mockito.verify(handler2, Mockito.times(1)).doMigrate(captor2.capture());
    Assertions.assertEquals(tmpRemoteRule, captor2.getValue());


    migrationRuleListener.process(new ConfigChangedEvent(""key"", ""group"", dynamicRemoteRule));
    Thread.sleep(1000);
    Assertions.assertNotNull(migrationRuleListener.ruleMigrationFuture);
    ArgumentCaptor<MigrationRule> captor_event = ArgumentCaptor.forClass(MigrationRule.class);
    Mockito.verify(handler, Mockito.times(2)).doMigrate(captor_event.capture());
    Assertions.assertEquals(""APPLICATION_FIRST"", captor_event.getValue().getStep().toString());
    Mockito.verify(handler2, Mockito.times(2)).doMigrate(captor_event.capture());
    Assertions.assertEquals(""APPLICATION_FIRST"", captor_event.getValue().getStep().toString());

    ApplicationModel.reset();
}",1 test with configuration listener and local rule,listener with config center initial remote rule and local rule check 0
"private Map<URL, Invoker<T>> toInvokers(Map<URL, Invoker<T>> oldUrlInvokerMap, List<URL> urls) {
    Map<URL, Invoker<T>> newUrlInvokerMap = new ConcurrentHashMap<>(urls == null ? 1 : (int) (urls.size() / 0.75f + 1));
    if (urls == null || urls.isEmpty()) {
        return newUrlInvokerMap;
    }
    String queryProtocols = this.queryMap.get(PROTOCOL_KEY);
    for (URL providerUrl : urls) {
        if (!checkProtocolValid(queryProtocols, providerUrl)) {
            continue;
        }

        URL url = mergeUrl(providerUrl);

            
            
            
        Invoker<T> invoker = oldUrlInvokerMap == null ? null : oldUrlInvokerMap.remove(url);
        if (invoker == null) { 
            try {
                boolean enabled = true;
                if (url.hasParameter(DISABLED_KEY)) {
                    enabled = !url.getParameter(DISABLED_KEY, false);
                } else {
                    enabled = url.getParameter(ENABLED_KEY, true);
                }
                if (enabled) {
                    invoker = protocol.refer(serviceType, url);
                }
            } catch (Throwable t) {

                    
                if (t instanceof RpcException && t.getMessage().contains(""serialization optimizer"")) {
                        
                    logger.error(""4-2"", ""typo in optimizer class"", """",
                        ""Failed to refer invoker for interface:"" + serviceType + "",url:("" + url + "")"" + t.getMessage(), t);

                } else {
                        
                    logger.error(""4-3"", """", """",
                        ""Failed to refer invoker for interface:"" + serviceType + "",url:("" + url + "")"" + t.getMessage(), t);
                }
            }
            if (invoker != null) { 
                newUrlInvokerMap.put(url, invoker);
            }
        } else {
            newUrlInvokerMap.put(url, invoker);
        }
    }
    return newUrlInvokerMap;
}",1 invoker for each url in urls,turn urls into invokers and if url has been referred will not re reference
"private void closeInternal(int timeout, boolean closeAll) {
    if (closeAll || referenceCount.decrementAndGet() <= 0) {
        if (timeout == 0) {
            client.close();

        } else {
            client.close(timeout);
        }

        replaceWithLazyClient();
    }
}",0 is the default value for the timeout,when destroy unused invoker close all should be true
"public String getPathKey() {
    String inf = StringUtils.isNotEmpty(getPath()) ? getPath() : getServiceInterface();
    if (inf == null) {
        return null;
    }
    return buildKey(inf, getGroup(), getVersion());
}",1 create a string representation of the path to the service interface,the format of return value is group path interface name version
"public static ApplicationConfig getApplicationConfig() {
    return defaultModel().getCurrentConfig();
}",0 tests for get application config,replace to application model get current config
"public void testMockInvokerInvoke_forcemock() {
    URL url = URL.valueOf(""remote://1.2.3.4/"" + IHelloService.class.getName())
            .addParameter(REFER_KEY,
                    URL.encode(PATH_KEY + ""="" + IHelloService.class.getName()
                            + ""&"" + ""mock=force:return null""));

    URL mockUrl = URL.valueOf(""mock://localhost/"" + IHelloService.class.getName())
            .addParameter(""mock"",""force:return null"")
            .addParameter(""getSomething.mock"",""return aa"")
            .addParameter(""getSomething3xx.mock"",""return xx"")
            .addParameter(REFER_KEY, URL.encode(PATH_KEY + ""="" + IHelloService.class.getName()));

    Protocol protocol = new MockProtocol();
    Invoker<IHelloService> mInvoker1 = protocol.refer(IHelloService.class, mockUrl);
    Invoker<IHelloService> cluster = getClusterInvokerMock(url, mInvoker1);

        
    RpcInvocation invocation = new RpcInvocation();
    invocation.setMethodName(""getSomething"");
    Result ret = cluster.invoke(invocation);
    Assertions.assertEquals(""aa"", ret.getValue());

        
    invocation = new RpcInvocation();
    invocation.setMethodName(""getSomething2"");
    ret = cluster.invoke(invocation);
    Assertions.assertNull(ret.getValue());

        
    invocation = new RpcInvocation();
    invocation.setMethodName(""sayHello"");
    ret = cluster.invoke(invocation);
    Assertions.assertNull(ret.getValue());



}",1. mock url,test if mock policy works fine force mock
"public Result get() throws InterruptedException, ExecutionException {
    if (executor != null && executor instanceof ThreadlessExecutor) {
        ThreadlessExecutor threadlessExecutor = (ThreadlessExecutor) executor;
        threadlessExecutor.waitAndDrain();
    }
    return responseFuture.get();
}",1 api call,this method will always return after a maximum timeout waiting 0
"public static boolean isInstance(Object obj, String interfaceClazzName) {
    for (Class<?> clazz = obj.getClass();
         clazz != null && !clazz.equals(Object.class);
         clazz = clazz.getSuperclass()) {
        Class<?>[] interfaces = clazz.getInterfaces();
        for (Class<?> itf : interfaces) {
            if (itf.getName().equals(interfaceClazzName)) {
                return true;
            }
        }
    }
    return false;
}",0 checks if the given object is an instance of the given interface,check if one object is the implementation for a given interface
"public static ConsumerModel getConsumerModel(String serviceKey) {
    return defaultModel().getDefaultModule().getServiceRepository().lookupReferredService(serviceKey);
}",1 service key lookup service,consumer model should fetch from context
"private void batchClientRefIncr(List<ReferenceCountExchangeClient> referenceCountExchangeClients) {
    if (CollectionUtils.isEmpty(referenceCountExchangeClients)) {
        return;
    }
    referenceCountExchangeClients.stream()
        .filter(Objects::nonNull)
        .forEach(ReferenceCountExchangeClient::incrementAndGetCount);
}",1 reference count exchange client batch increment,increase the reference count if we create new invoker shares same connection the connection will be closed without any reference
"protected void responseErr(TriRpcStatus status) {
    if (closed) {
        return;
    }
    closed = true;
    stream.complete(status, null);
    LOGGER.error(""Triple request error: service="" + serviceName + "" method"" + methodName,
        status.asException());
}",0 tests,error in create stream unsupported config or triple protocol error
"private void processBody() {
        
        
        
    byte[] stream = compressedFlag ? getCompressedBody() : getUncompressedBody();

    listener.onRawMessage(stream);

        
    state = GrpcDecodeState.HEADER;
    requiredLength = HEADER_LENGTH;
}",0 streams the uncompressed or compressed body,processes the grpc message body which depending on frame header flags may be compressed
"public static <V extends Object> Set<String> getSubIds(Collection<Map<String, V>> configMaps, String prefix) {
    if (!prefix.endsWith(""."")) {
        prefix += ""."";
    }
    Set<String> ids = new LinkedHashSet<>();
    for (Map<String, V> configMap : configMaps) {
        for (Map.Entry<String, V> entry : configMap.entrySet()) {
            String key = entry.getKey();
            V val = entry.getValue();
            if (StringUtils.startsWithIgnoreCase(key, prefix)
                && key.length() > prefix.length()
                && !ConfigurationUtils.isEmptyValue(val)) {

                String k = key.substring(prefix.length());
                int endIndex = k.indexOf(""."");
                if (endIndex > 0) {
                    String id = k.substring(0, endIndex);
                    ids.add(id);
                }
            }
        }
    }
    return ids;
}",1 find all sub ids for the given prefix,search props and extract config ids pre properties dubbo
"private void afterExport() {
        
    Assertions.assertTrue(registryProtocolListener.isExported());
        
    Assertions.assertEquals(serviceListener.getExportedServices().size(), 1);
        
    Assertions.assertEquals(serviceListener.getExportedServices().get(0).getInterfaceClass(),
        MultipleRegistryCenterExportProviderService.class);
        
    Assertions.assertTrue(serviceListener.getExportedServices().get(0).isExported());
        
        
        
        
    Assertions.assertEquals(exporterListener.getExportedExporters().size(), 3);
        
    Assertions.assertTrue(exporterListener.getFilters().contains(filter));

        
        
        
        
        
        
        
        
        
        
        
        
        
        
    ConfigItem configItem = ApplicationModel.defaultModel().getBeanFactory().getBean(MetadataReportInstance.class).getMetadataReport(CommonConstants.DEFAULT_KEY)
        .getConfigItem(serviceConfig.getInterface()
            , ServiceNameMapping.DEFAULT_MAPPING_GROUP);
        
    Assertions.assertNotNull(configItem);
        
    Assertions.assertEquals(PROVIDER_APPLICATION_NAME,configItem.getContent());
        
    Assertions.assertNotNull(configItem.getTicket());
}",NO_OUTPUT,there are some checkpoints need to check after exported as follow ul li the exporter is exported or not li li the exported exporter are three li li the exported service is multiple registry center export provider service or not li li the multiple registry center export provider service is exported or not li li the exported exporter contains multiple registry center export provider filter or not li ul
"protected V initialValue() {
    return null;
}",0,returns the initial value for this thread local variable
"public boolean isServerSide() {
    return SERVICE_CONTEXT.get().isServerSide();
}",0,replace to is provider side
"default SortedSet<String> getExportedURLs(String serviceInterface, String group, String version) {
    return getExportedURLs(serviceInterface, group, version, null);
}",0 service interface name and version,get the sorted set sorted set of string that presents the specified dubbo exported url urls by the code service interface code code group code and code version code
"public static void checkMultiExtension(ScopeModel scopeModel, Class<?> type, String property, String value) {
    checkMultiExtension(scopeModel,Collections.singletonList(type), property, value);
}",0 tests for the given class and property,check whether there is a code extension code who s name property is code value code special treatment is required
"protected void checkDefault() {
    super.checkDefault();

        
        
    if (isReturn() == null) {
        setReturn(true);
    }

        
    if (getSent() == null) {
        setSent(true);
    }
}",0 checks whether the default is set,set default field values of method config
"public void testRegisterConsumerUrl() {
    ApplicationConfig applicationConfig = new ApplicationConfig();
    applicationConfig.setName(""application1"");

    ConfigManager configManager = mock(ConfigManager.class);
    when(configManager.getApplicationOrElseThrow()).thenReturn(applicationConfig);

    CompositeConfiguration compositeConfiguration = mock(CompositeConfiguration.class);
    when(compositeConfiguration.convert(Boolean.class, ENABLE_CONFIGURATION_LISTEN, true))
        .thenReturn(true);

    Map<String, String> parameters = new HashMap<>();
    parameters.put(INTERFACE_KEY, DemoService.class.getName());
    parameters.put(""registry"", ""zookeeper"");
    parameters.put(""register"", ""true"");
    parameters.put(REGISTER_IP_KEY, ""172.23.236.180"");

    Map<String, Object> attributes = new HashMap<>();
    ServiceConfigURL serviceConfigURL = new ServiceConfigURL(""registry"",
        ""127.0.0.1"",
        2181,
        ""org.apache.dubbo.registry.RegistryService"",
        parameters);
    Map<String, String> refer = new HashMap<>();
    attributes.put(REFER_KEY, refer);
    attributes.put(""key1"", ""value1"");
    URL url = serviceConfigURL.addAttributes(attributes);

    RegistryFactory registryFactory = mock(RegistryFactory.class);
    Registry registry = mock(Registry.class);

    ModuleModel moduleModel = Mockito.spy(ApplicationModel.defaultModel().getDefaultModule());
    moduleModel.getApplicationModel().getApplicationConfigManager().setApplication(new ApplicationConfig(""application1""));
    ExtensionLoader extensionLoaderMock = mock(ExtensionLoader.class);
    Mockito.when(moduleModel.getExtensionLoader(RegistryFactory.class)).thenReturn(extensionLoaderMock);
    Mockito.when(extensionLoaderMock.getAdaptiveExtension()).thenReturn(registryFactory);
    url = url.setScopeModel(moduleModel);

    RegistryProtocol registryProtocol = new RegistryProtocol();

    when(registryFactory.getRegistry(registryProtocol.getRegistryUrl(url))).thenReturn(registry);

    Cluster cluster = mock(Cluster.class);

    Invoker<?> invoker = registryProtocol.doRefer(cluster, registry, DemoService.class, url, parameters);

    Assertions.assertTrue(invoker instanceof MigrationInvoker);

    URL consumerUrl = ((MigrationInvoker<?>) invoker).getConsumerUrl();
    Assertions.assertTrue((consumerUrl != null));

    Map<String, String> urlParameters = consumerUrl.getParameters();
    URL urlToRegistry = new ServiceConfigURL(
        urlParameters.get(PROTOCOL_KEY) == null ? CONSUMER : urlParameters.get(PROTOCOL_KEY),
        urlParameters.remove(REGISTER_IP_KEY), 0, consumerUrl.getPath(), urlParameters);

    URL registeredConsumerUrl = urlToRegistry.addParameters(CATEGORY_KEY, CONSUMERS_CATEGORY, CHECK_KEY,
        String.valueOf(false)).setScopeModel(moduleModel);

    verify(registry,times(1)).register(registeredConsumerUrl);
}", verify that the consumer url is registered in the registry,verify the registered consumer url
"static Method findNearestOverriddenMethod(Method overrider) {
    Class<?> declaringClass = overrider.getDeclaringClass();
    Method overriddenMethod = null;
    for (Class<?> inheritedType : getAllInheritedTypes(declaringClass)) {
        overriddenMethod = findOverriddenMethod(overrider, inheritedType);
        if (overriddenMethod != null) {
            break;
        }
    }
    return overriddenMethod;
}",0 overrides the method,find the nearest overridden method method from the inherited class
"public static <TRequest, TResponse, TInvoker> Flux<TResponse> manyToMany(Invoker<TInvoker> invoker,
                                                                         Flux<TRequest> requestFlux,
                                                                         StubMethodDescriptor methodDescriptor) {
    try {
        ClientTripleReactorSubscriber<TRequest> clientSubscriber = requestFlux.subscribeWith(new ClientTripleReactorSubscriber<>());
        ClientTripleReactorPublisher<TResponse> clientPublisher = new ClientTripleReactorPublisher<>(
            s -> clientSubscriber.subscribe((CallStreamObserver<TRequest>) s),
            clientSubscriber::cancel);
        return Flux.from(clientPublisher).doOnSubscribe(dummy ->
            StubInvocationUtil.biOrClientStreamCall(invoker, methodDescriptor, clientPublisher));
    } catch (Throwable throwable) {
        return Flux.error(throwable);
    }
}", invokes a method on a client invoker,implements a stream stream call as flux flux
"public void send(Object message, boolean sent) throws RemotingException {
        
    super.send(message, sent);

    boolean success = true;
    int timeout = 0;
    try {
        ChannelFuture future = channel.writeAndFlush(message);
        if (sent) {
                
            timeout = getUrl().getPositiveParameter(TIMEOUT_KEY, DEFAULT_TIMEOUT);
            success = future.await(timeout);
        }
        Throwable cause = future.cause();
        if (cause != null) {
            throw cause;
        }
    } catch (Throwable e) {
        removeChannelIfDisconnected(channel);
        throw new RemotingException(this, ""Failed to send message "" + PayloadDropper.getRequestWithoutData(message) + "" to "" + getRemoteAddress() + "", cause: "" + e.getMessage(), e);
    }
    if (!success) {
        throw new RemotingException(this, ""Failed to send message "" + PayloadDropper.getRequestWithoutData(message) + "" to "" + getRemoteAddress()
                + ""in timeout("" + timeout + ""ms) limit"");
    }
}","
    private void removeChannelIfDisconnected(Channel channel) {
        if (channel.isActive()) {
            channel.close();
        }
    }
### Exercise:
generate code to complete the below java function",send message by netty and whether to wait the completion of the send
"public static ServiceDefinition build(final Class<?> interfaceClass) {
    ServiceDefinition sd = new ServiceDefinition();
    build(sd, interfaceClass);
    return sd;
}",1 service definition,describe a java interface in service definition
"static Map<String, FileCacheStore> getCacheMap() {
    return cacheMap;
}",1. return a map of cache store,for unit test only
"public long getFailedAverageElapsed() {
    long failed = getFailed();
    if (failed == 0) {
        return 0;
    }
    return getFailedElapsed() / failed;
}",0 if there are no failed invocations,get failed average elapsed
"private boolean isRegisterConsumerInstance() {
    Boolean registerConsumer = getApplication().getRegisterConsumer();
    if (registerConsumer == null) {
        return true;
    }
    return Boolean.TRUE.equals(registerConsumer);
}",0 whether the application should register a consumer instance,close registration of instance for pure consumer process by setting register consumer to false by default is true
"private void beforeExport() {
        
    serviceListener = (SingleRegistryCenterExportMetadataServiceListener) ExtensionLoader.getExtensionLoader(ServiceListener.class).getExtension(SPI_NAME);
    exporterListener = (SingleRegistryCenterExportMetadataExporterListener) ExtensionLoader.getExtensionLoader(ExporterListener.class).getExtension(SPI_NAME);

        
        
    Assertions.assertTrue(serviceListener.getExportedServices().isEmpty());
        
    Assertions.assertTrue(exporterListener.getExportedExporters().isEmpty());
        
    Assertions.assertFalse(serviceConfig.isExported());
}",1 test,define service listener exporter listener and filter for helping check
"public static boolean isNotEmpty(Collection<?> collection) {
    return !isEmpty(collection);
}",0 checks if the collection is empty,return true if the supplied collection is not null or not empty
"public static int size(Collection<?> collection) {
    return collection == null ? 0 : collection.size();
}",1 the number of elements in the given collection,get the size of the specified collection
"public ExecutorService getPreferredExecutorService(Object msg) {
    if (msg instanceof Response) {
        Response response = (Response) msg;
        DefaultFuture responseFuture = DefaultFuture.getFuture(response.getId());
            
        if (responseFuture == null) {
            return getSharedExecutorService();
        } else {
            ExecutorService executor = responseFuture.getExecutor();
            if (executor == null || executor.isShutdown()) {
                executor = getSharedExecutorService();
            }
            return executor;
        }
    } else {
        return getSharedExecutorService();
    }
}",1 get the executor service associated with the given message,currently this method is mainly customized to facilitate the thread model on consumer side
"private Bindings createBindings(List<Invoker<T>> invokers, Invocation invocation) {
    Bindings bindings = engine.createBindings();
        
    bindings.put(""invokers"", new ArrayList<>(invokers));
    bindings.put(""invocation"", invocation);
    bindings.put(""context"", RpcContext.getClientAttachment());
    return bindings;
}",0 invokers and 0 invocations,create bindings for script engine
"public void destroyAll() {
    if (!destroyed.compareAndSet(false, true)) {
        return;
    }

    if (LOGGER.isInfoEnabled()) {
        LOGGER.info(""Close all registries "" + getRegistries());
    }
        
    lock.lock();
    try {
        for (Registry registry : getRegistries()) {
            try {
                registry.destroy();
            } catch (Throwable e) {
                LOGGER.warn(e.getMessage(), e);
            }
        }
        registries.clear();
    } finally {
            
        lock.unlock();
    }
}", clears all the registries,close all created registries
"public void put(Object key, Object value) {
    store.put(key, value);
}",1 argument is required,api to store value against a key in the calling thread scope
"public static GreeterBlockingStub newBlockingStub(
    io.grpc.Channel channel) {
    io.grpc.stub.AbstractStub.StubFactory<GreeterBlockingStub> factory =
        new io.grpc.stub.AbstractStub.StubFactory<GreeterBlockingStub>() {
            @Override
            public GreeterBlockingStub newStub(io.grpc.Channel channel, io.grpc.CallOptions callOptions) {
                return new GreeterBlockingStub(channel, callOptions);
            }
        };
    return GreeterBlockingStub.newStub(factory, channel);
}",0 tests running in parallel,creates a new blocking style stub that supports unary and streaming output calls on the service
"public static String bytes2base64(final byte[] bs, final int off, final int len, final char[] code) {
    if (off < 0) {
        throw new IndexOutOfBoundsException(""bytes2base64: offset < 0, offset is "" + off);
    }
    if (len < 0) {
        throw new IndexOutOfBoundsException(""bytes2base64: length < 0, length is "" + len);
    }
    if (off + len > bs.length) {
        throw new IndexOutOfBoundsException(""bytes2base64: offset + length > array length."");
    }

    if (code.length < 64) {
        throw new IllegalArgumentException(""Base64 code length < 64."");
    }

    boolean pad = code.length > 64; 
    int num = len / 3, rem = len % 3, r = off, w = 0;
    char[] cs = new char[num * 4 + (rem == 0 ? 0 : pad ? 4 : rem + 1)];

    for (int i = 0; i < num; i++) {
        int b1 = bs[r++] & MASK8, b2 = bs[r++] & MASK8, b3 = bs[r++] & MASK8;

        cs[w++] = code[b1 >> 2];
        cs[w++] = code[(b1 << 4) & MASK6 | (b2 >> 4)];
        cs[w++] = code[(b2 << 2) & MASK6 | (b3 >> 6)];
        cs[w++] = code[b3 & MASK6];
    }

    if (rem == 1) {
        int b1 = bs[r++] & MASK8;
        cs[w++] = code[b1 >> 2];
        cs[w++] = code[(b1 << 4) & MASK6];
        if (pad) {
            cs[w++] = code[64];
            cs[w++] = code[64];
        }
    } else if (rem == 2) {
        int b1 = bs[r++] & MASK8, b2 = bs[r++] & MASK8;
        cs[w++] = code[b1 >> 2];
        cs[w++] = code[(b1 << 4) & MASK6 | (b2 >> 4)];
        cs[w++] = code[(b2 << 2) & MASK6];
        if (pad) {
            cs[w++] = code[64];
        }
    }
    return new String(cs);
}",NO_OUTPUT,to base 0 string
"public void testGet() {
    Set<String> set = new HashSet<>();
    set.add(""app1"");

    MetadataReportInstance reportInstance = mock(MetadataReportInstance.class);
    Mockito.when(reportInstance.getMetadataReport(any())).thenReturn(metadataReport);
    when(metadataReport.getServiceAppMapping(any(), any())).thenReturn(set);

    mapping.metadataReportInstance = reportInstance;
    Set<String> result = mapping.get(url);
    assertEquals(set, result);
}",0 tests run,this test currently doesn t make any sense
"public void setErrorHandler(ErrorHandler errorHandler) {
    this.errorHandler = errorHandler;
}",0 tests for setErrorHandler,provide an error handler to be invoked if an exception is thrown from the zoo keeper server thread
"public List<Invoker<?>> getInvokers() {
    return SERVICE_CONTEXT.get().getInvokers();
}",1 invoker,replace to get urls
"static List<Method> getMethods(Class<?> declaringClass, Predicate<Method>... methodsToFilter) {
    return getMethods(declaringClass, false, true, methodsToFilter);
}",0 tests the given predicate on the given methods and returns a list of the methods that satisfy the predicate,get all public method methods of the declared class including the inherited methods
"public void execute(Runnable runnable) {
    runnable = new RunnableWrapper(runnable);
    synchronized (lock) {
        if (!isWaiting()) {
            runnable.run();
            return;
        }
        queue.add(runnable);
    }
}",0 runs the given runnable,if the calling thread is still waiting for a callback task add the task into the blocking queue to wait for schedule
"public List<String> checkStringList(List<?> rawList) {
    assert rawList != null;
    for (int i = 0; i < rawList.size(); i++) {
        if (!(rawList.get(i) instanceof String)) {
            throw new ClassCastException(
                String.format(
                    ""value '%s' for idx %d in '%s' is not string"", rawList.get(i), i, rawList));
        }
    }
    return (List<String>) rawList;
}",1 check that all values in the list are strings,casts a list of unchecked json values to a list of string
"public void unregister() {
    if (!ignoreListenShutdownHook && registered.compareAndSet(true, false)) {
        if (this.isAlive()) {
                
            return;
        }
        try {
            Runtime.getRuntime().removeShutdownHook(this);
        } catch (IllegalStateException e) {
            logger.warn(""5-2"", """", """", ""unregister shutdown hook failed: "" + e.getMessage(), e);
        } catch (Exception e) {
            logger.warn(""5-2"", """", """", ""unregister shutdown hook failed: "" + e.getMessage(), e);
        }
    }
}",1 null check,unregister the shutdown hook
