Function,Generated,Ground Truth
"def surround_quotes(string): 
    if (in_bash() and string): 
      return '""{0}""'.format(string) 
   return string"," 'Returns the string surrounded by single quotes. 
 If the string is empty, it returns an empty string.'","'Bash has problems dealing with certain paths so we\'re surrounding all 
 path outputs with quotes.'"
"def add_log_redaction_filter_to_logger(engine, logger): 
    if engine.policies: 
      redaction_filter = RedactionFilter(engine) 
      for handler in logger.handlers: 
         handler.addFilter(redaction_filter)", 'Add redaction filter to logger.',"'`add_redaction_filter` injects the redaction filter into all of the `logger` 
 handlers. This must be called after all of the handlers have been added to 
 `logger`, otherwise those handlers may expose unredacted strings.'"
"def instance_key(model, instance_or_pk): 
    return ('%s.%s:%d' % (model._meta.app_label, model._meta.model_name, getattr(instance_or_pk, 'pk', instance_or_pk)))", 'Return the model instance key for the given model and instance or pk.',"'Returns the cache key for this (model, instance) pair.'"
"def stream_encode_multipart(values, use_tempfile=True, threshold=(1024 * 500), boundary=None, charset='utf-8'): 
    if (boundary is None): 
      boundary = ('---------------WerkzeugFormPart_%s%s' % (time(), random())) 
   _closure = [BytesIO(), 0, False] 
   if use_tempfile: 
      def write_binary(string): 
         (stream, total_length, on_disk) = _closure 
         if on_disk: 
            stream.write(string) 
         else: 
            length = len(string) 
            if ((length + _closure[1]) <= threshold): 
               stream.write(string) 
            else: 
               new_stream = TemporaryFile('wb+') 
               new_stream.write(stream.getvalue()) 
               new_stream.write(string) 
               _closure[0] = new_stream 
               _closure[2] = True 
            _closure[1] = (total_length + length) 
   else: 
      write_binary = _closure[0].write 
   def write(string): 
      write_binary(string.encode(charset)) 
   if (not isinstance(values, MultiDict)): 
      values = MultiDict(values) 
   for (key, values) in iterlists(values): 
      for value in values: 
         write(('--%s\r\nContent-Disposition:   form-data;   name=""%s""' % (boundary, key))) 
         reader = getattr(value, 'read', None) 
         if (reader is not None): 
            filename = getattr(value, 'filename', getattr(value, 'name', None)) 
            content_type = getattr(value, 'content_type', None) 
            if (content_type is None): 
               content_type = ((filename and mimetypes.guess_type(filename)[0]) or 'application/octet-stream') 
            if (filename is not None): 
               write((';   filename=""%s""\r\n' % filename)) 
            else: 
               write('\r\n') 
            write(('Content-Type:   %s\r\n\r\n' % content_type)) 
            while 1: 
               chunk = reader(16384) 
               if (not chunk): 
                  break 
               write_binary(chunk) 
         else: 
            if (not isinstance(value, string_types)): 
               value = str(value) 
            value = to_bytes(value, charset) 
            write('\r\n\r\n') 
            write_binary(value) 
         write('\r\n') 
   write(('--%s--\r\n' % boundary)) 
   length = int(_closure[0].tell()) 
   _closure[0].seek(0) 
   return (_closure[0], length, boundary)"," 'Encodes a set of values into a multipart/form-data encoded string. 
 :param values: The values to encode. 
 :param use_tempfile: If True, the data is written to a temporary file 
 instead of being written directly to the output stream. 
 :param threshold: The maximum number of bytes to write to the temporary 
 file before creating a new one. 
 :param boundary: The boundary to use. 
 :param charset: The encoding to use. 
 :return: The encoded string, the total length of the encoded string and 
 the boundary string.'","'Encode a dict of values (either strings or file descriptors or 
 :class:`FileStorage` objects.) into a multipart encoded string stored 
 in a file descriptor.'"
"def setup_cuda_fft_resample(n_jobs, W, new_len): 
    cuda_dict = dict(use_cuda=False, fft_plan=None, ifft_plan=None, x_fft=None, x=None, y_fft=None, y=None) 
   (n_fft_x, n_fft_y) = (len(W), new_len) 
   cuda_fft_len_x = int((((n_fft_x - (n_fft_x % 2)) // 2) + 1)) 
   cuda_fft_len_y = int((((n_fft_y - (n_fft_y % 2)) // 2) + 1)) 
   if (n_jobs == 'cuda'): 
      n_jobs = 1 
      init_cuda() 
      if _cuda_capable: 
         from pycuda import gpuarray 
         cudafft = _get_cudafft() 
         try: 
            W = gpuarray.to_gpu((W[:cuda_fft_len_x].astype('complex_') / n_fft_y)) 
            cuda_dict.update(use_cuda=True, fft_plan=cudafft.Plan(n_fft_x, np.float64, np.complex128), ifft_plan=cudafft.Plan(n_fft_y, np.complex128, np.float64), x_fft=gpuarray.zeros(max(cuda_fft_len_x, cuda_fft_len_y), np.complex128), x=gpuarray.empty(max(int(n_fft_x), int(n_fft_y)), np.float64)) 
            logger.info('Using   CUDA   for   FFT   resampling') 
         except Exception: 
            logger.info('CUDA   not   used,   could   not   instantiate   memory   (arrays   may   be   too   large),   falling   back   to   n_jobs=1') 
      else: 
         logger.info('CUDA   not   used,   CUDA   could   not   be   initialized,   falling   back   to   n_jobs=1') 
   return (n_jobs, cuda_dict, W)"," 'Returns the number of jobs to use for the FFT resampling, and the 
 dictionary to use for the FFT resampling. 
 Parameters 
 n_jobs : int, optional 
 The number of jobs to use for the FFT resampling. 
 If n_jobs is None, then the number of jobs to use will be determined 
 based on the number of cores in the machine. 
 W : ndarray 
 The input image to be resampled. 
 new_len : int 
 The new length of the image to be resampled. 
 Returns 
 n_jobs : int 
 The number of jobs to use for the FFT resampling. 
 cuda_dict : dict 
 The dictionary to use for the FFT resampling. 
 W : ndarray 
 The input image to be resampled. 
 Examples 
 >>> import numpy as np 
 >>> from nipype.interfaces.freesurfer import Resample 
 >>> from nipype.interfaces.freesurfer import ResampleFFT 
 >>> import os 
","'Set up CUDA FFT resampling. 
 Parameters 
 n_jobs : int | str 
 If n_jobs == \'cuda\', the function will attempt to set up for CUDA 
 FFT resampling. 
 W : array 
 The filtering function to be used during resampling. 
 If n_jobs=\'cuda\', this function will be shortened (since CUDA 
 assumes FFTs of real signals are half the length of the signal) 
 and turned into a gpuarray. 
 new_len : int 
 The size of the array following resampling. 
 Returns 
 n_jobs : int 
 Sets n_jobs = 1 if n_jobs == \'cuda\' was passed in, otherwise 
 original n_jobs is passed. 
 cuda_dict : dict 
 Dictionary with the following CUDA-related variables: 
 use_cuda : bool 
 Whether CUDA should be used. 
 fft_plan : instance of FFTPlan 
 FFT plan to use in calculating the FFT. 
 ifft_plan : instance of FFTPlan 
 FFT plan to use in calculating the IFFT. 
 x_fft : instance of gpuarray 
 Empty allocated GPU space for storing the result of the 
 frequency-domain multiplication. 
 x : instance of gpuarray 
 Empty allocated GPU space for the data to resample. 
 W : array | instance of gpuarray 
 This will either be a gpuarray (if CUDA enabled) or np.ndarray. 
 If CUDA is enabled, W will be modified appropriately for use 
 with filter.fft_multiply(). 
 Notes 
 This function is designed to be used with fft_resample().'"
"def distorted_inputs(dataset, batch_size=None, num_preprocess_threads=None): 
    if (not batch_size): 
      batch_size = FLAGS.batch_size 
   with tf.device('/cpu:0'): 
      (images, labels) = batch_inputs(dataset, batch_size, train=True, num_preprocess_threads=num_preprocess_threads, num_readers=FLAGS.num_readers) 
   return (images, labels)", 'Constructs the input tensors for training.',"'Generate batches of distorted versions of ImageNet images. 
 Use this function as the inputs for training a network. 
 Distorting images provides a useful technique for augmenting the data 
 set during training in order to make the network invariant to aspects 
 of the image that do not effect the label. 
 Args: 
 dataset: instance of Dataset class specifying the dataset. 
 batch_size: integer, number of examples in batch 
 num_preprocess_threads: integer, total number of preprocessing threads but 
 None defaults to FLAGS.num_preprocess_threads. 
 Returns: 
 images: Images. 4D tensor of size [batch_size, FLAGS.image_size, 
 FLAGS.image_size, 3]. 
 labels: 1-D integer Tensor of [batch_size].'"
"def use_gl(target='gl2'): 
    target = (target or 'gl2') 
   target = target.replace('+', 'plus') 
   (target, _, options) = target.partition('   ') 
   debug = (config['gl_debug'] or ('debug' in options)) 
   try: 
      mod = __import__(target, globals(), level=1) 
   except ImportError as err: 
      msg = ('Could   not   import   gl   target   ""%s"":\n%s' % (target, str(err))) 
      raise RuntimeError(msg) 
   global current_backend 
   current_backend = mod 
   _clear_namespace() 
   if ('plus' in target): 
      _copy_gl_functions(mod._pyopengl2, globals()) 
      _copy_gl_functions(mod, globals(), True) 
   elif debug: 
      _copy_gl_functions(_debug_proxy, globals()) 
   else: 
      _copy_gl_functions(mod, globals())"," 'Select the OpenGL backend to use. 
 Use ``use_gl(target)`` to select the backend to use. 
 The target can be one of: 
 * ``gl`` - use the OpenGL backend 
 * ``gl2`` - use the OpenGL 2 backend 
 * ``gl3`` - use the OpenGL 3 backend 
 * ``gl3plus`` - use the OpenGL 3.2 backend 
 * ``gl4`` - use the OpenGL 4 backend 
 * ``gl4plus`` - use the OpenGL 4.2 backend 
 * ``gl4plusplus`` - use the OpenGL 4.3 backend 
 * ``gl5`` - use the OpenGL 5 backend 
 * ``gl5plus`` - use the OpenGL 5.1 backend 
 * ``gl5plusplus`` - use the OpenGL 5.2 backend 
 * ``gl6`` - use the OpenGL 6 backend 
 * ``gl6plus`` - use the OpenGL 6.1 backend 
 * ``gl6plusplus`` - use the OpenGL 6.2 backend 
 * ``gl7`` - use the OpenGL 7 backend 
 * ``","'Let Vispy use the target OpenGL ES 2.0 implementation 
 Also see ``vispy.use()``. 
 Parameters 
 target : str 
 The target GL backend to use. 
 Available backends: 
 * gl2 - Use ES 2.0 subset of desktop (i.e. normal) OpenGL 
 * gl+ - Use the desktop ES 2.0 subset plus all non-deprecated GL 
 functions on your system (requires PyOpenGL) 
 * es2 - Use the ES2 library (Angle/DirectX on Windows) 
 * pyopengl2 - Use ES 2.0 subset of pyopengl (for fallback and testing) 
 * dummy - Prevent usage of gloo.gl (for when rendering occurs elsewhere) 
 You can use vispy\'s config option ""gl_debug"" to check for errors 
 on each API call. Or, one can specify it as the target, e.g. ""gl2 
 debug"". (Debug does not apply to \'gl+\', since PyOpenGL has its own 
 debug mechanism)'"
"def gen_arg_base_type(fn): 
    mod = fn.module 
   fnty = fn.type.pointee 
   consts = [lc.MetaDataString.get(mod, str(a)) for a in fnty.args] 
   name = lc.MetaDataString.get(mod, 'kernel_arg_base_type') 
   return lc.MetaData.get(mod, ([name] + consts))"," 'Returns the type of the kernel argument base type. 
 The kernel argument base type is the type of the arguments that are passed 
 to the kernel function. 
 This function returns a tuple of strings. The first string is the name of 
 the kernel argument base type. The second string is the name of the kernel 
 argument base type. 
 :param fn: The function to get the type of the kernel argument base type from 
 :return: A tuple of strings'",'Generate kernel_arg_base_type metadata'
"def _make_request(token, method_name, method='get', params=None, files=None, base_url=API_URL): 
    request_url = base_url.format(token, method_name) 
   logger.debug('Request:   method={0}   url={1}   params={2}   files={3}'.format(method, request_url, params, files)) 
   read_timeout = READ_TIMEOUT 
   connect_timeout = CONNECT_TIMEOUT 
   if params: 
      if ('timeout' in params): 
         read_timeout = (params['timeout'] + 10) 
      if ('connect-timeout' in params): 
         connect_timeout = (params['connect-timeout'] + 10) 
   result = req_session.request(method, request_url, params=params, files=files, timeout=(connect_timeout, read_timeout)) 
   logger.debug(""The   server   returned:   '{0}'"".format(result.text.encode('utf8'))) 
   return _check_result(method_name, result)['result']"," 'Make a request to the server and return the result. 
 Args: 
 token: 
 The token used to authenticate with the server. 
 method_name: 
 The name of the method to call. 
 method: 
 The HTTP method to use. 
 params: 
 The parameters to pass to the server. 
 files: 
 A dictionary of file uploads. 
 base_url: 
 The base URL to prepend to the request. 
 Returns: 
 A dictionary with the result of the request. 
 Raises: 
 Exception: 
 If the request fails.'","'Makes a request to the Telegram API. 
 :param token: The bot\'s API token. (Created with @BotFather) 
 :param method_name: Name of the API method to be called. (E.g. \'getUpdates\') 
 :param method: HTTP method to be used. Defaults to \'get\'. 
 :param params: Optional parameters. Should be a dictionary with key-value pairs. 
 :param files: Optional files. 
 :return: The result parsed to a JSON dictionary.'"
"def loads(source): 
    return UnspacedList(RawNginxParser(source).as_list())", 'Parse a string containing Nginx raw config as a list of dicts.',"'Parses from a string. 
 :param str souce: The string to parse 
 :returns: The parsed tree 
 :rtype: list'"
"def grey_dilation(input, size=None, footprint=None, structure=None, output=None, mode='reflect', cval=0.0, origin=0): 
    if ((size is None) and (footprint is None) and (structure is None)): 
      raise ValueError('size,   footprint   or   structure   must   be   specified') 
   if (structure is not None): 
      structure = numpy.asarray(structure) 
      structure = structure[tuple(([slice(None, None, (-1))] * structure.ndim))] 
   if (footprint is not None): 
      footprint = numpy.asarray(footprint) 
      footprint = footprint[tuple(([slice(None, None, (-1))] * footprint.ndim))] 
   input = numpy.asarray(input) 
   origin = _ni_support._normalize_sequence(origin, input.ndim) 
   for ii in range(len(origin)): 
      origin[ii] = (- origin[ii]) 
      if (footprint is not None): 
         sz = footprint.shape[ii] 
      elif (structure is not None): 
         sz = structure.shape[ii] 
      elif numpy.isscalar(size): 
         sz = size 
      else: 
         sz = size[ii] 
      if (not (sz & 1)): 
         origin[ii] -= 1 
   return filters._min_or_max_filter(input, size, footprint, structure, output, mode, cval, origin, 0)"," 'Apply a grey-dilation to an image. 
 Parameters 
 input : ndarray 
 Input image. 
 size : tuple 
 Size of the dilation. 
 footprint : tuple 
 Footprint of the dilation. 
 structure : tuple 
 Structure of the dilation. 
 output : tuple 
 Output image. 
 mode : string 
 Mode of the dilation (see `mode` in :ref:`filter_modes`). 
 cval : scalar 
 Value to fill uncovered pixels with. 
 origin : int 
 Origin of the dilation. 
 Returns 
 output : ndarray 
 Output image. 
 Examples 
 >>> from nipype.interfaces.freesurfer import FSGreyDilation 
 >>> fsgd = FSGreyDilation() 
 >>> fsgd.inputs.input = np.arange(12).reshape(3, 4) 
 >>> fsgd.inputs.size = (3, 3) 
 >>> fsgd.inputs.footprint = (3, 3)","'Calculate a greyscale dilation, using either a structuring element, 
 or a footprint corresponding to a flat structuring element. 
 Grayscale dilation is a mathematical morphology operation. For the 
 simple case of a full and flat structuring element, it can be viewed 
 as a maximum filter over a sliding window. 
 Parameters 
 input : array_like 
 Array over which the grayscale dilation is to be computed. 
 size : tuple of ints 
 Shape of a flat and full structuring element used for the grayscale 
 dilation. Optional if `footprint` or `structure` is provided. 
 footprint : array of ints, optional 
 Positions of non-infinite elements of a flat structuring element 
 used for the grayscale dilation. Non-zero values give the set of 
 neighbors of the center over which the maximum is chosen. 
 structure : array of ints, optional 
 Structuring element used for the grayscale dilation. `structure` 
 may be a non-flat structuring element. 
 output : array, optional 
 An array used for storing the ouput of the dilation may be provided. 
 mode : {\'reflect\',\'constant\',\'nearest\',\'mirror\', \'wrap\'}, optional 
 The `mode` parameter determines how the array borders are 
 handled, where `cval` is the value when mode is equal to 
 \'constant\'. Default is \'reflect\' 
 cval : scalar, optional 
 Value to fill past edges of input if `mode` is \'constant\'. Default 
 is 0.0. 
 origin : scalar, optional 
 The `origin` parameter controls the placement of the filter. 
 Default 0 
 Returns 
 grey_dilation : ndarray 
 Grayscale dilation of `input`. 
 See also 
 binary_dilation, grey_erosion, grey_closing, grey_opening 
 generate_binary_structure, ndimage.maximum_filter 
 Notes 
 The grayscale dilation of an image input by a structuring element s defined 
 over a domain E is given by: 
 (input+s)(x) = max {input(y) + s(x-y), for y in E} 
 In particular, for structuring elements defined as 
 s(y) = 0 for y in E, the grayscale dilation computes the maximum of the 
 input image inside a sliding window defined by E. 
 Grayscale dilation [1]_ is a *mathematical morphology* operation [2]_. 
 References 
 .. [1] http://en.wikipedia.org/wiki/Dilation_%28morphology%29 
 .. [2] http://en.wikipedia.org/wiki/Mathematical_morphology 
 Examples 
 >>> from scipy import ndimage 
 >>> a = np.zeros((7,7), dtype=int) 
 >>> a[2:5, 2:5] = 1 
 >>> a[4,4] = 2; a[2,3] = 3 
 >>> a 
 array([[0, 0, 0, 0, 0, 0, 0], 
 [0, 0, 0, 0, 0, 0, 0], 
 [0, 0, 1, 3, 1, 0, 0], 
 [0, 0, 1, 1, 1, 0, 0], 
 [0, 0, 1, 1, 2, 0, 0], 
 [0, 0, 0, 0, 0, 0, 0], 
 [0, 0, 0, 0, 0, 0, 0]]) 
 >>> ndimage.grey_dilation(a, size=(3,3)) 
 array([[0, 0, 0, 0, 0, 0, 0], 
 [0, 1, 3, 3, 3, 1, 0], 
 [0, 1, 3, 3, 3, 1, 0], 
 [0, 1, 3, 3, 3, 2, 0], 
 [0, 1, 1, 2, 2, 2, 0], 
 [0, 1, 1, 2, 2, 2, 0], 
 [0, 0, 0, 0, 0, 0, 0]]) 
 >>> ndimage.grey_dilation(a, footprint=np.ones((3,3))) 
 array([[0, 0, 0, 0, 0, 0, 0], 
 [0, 1, 3, 3, 3, 1, 0], 
 [0, 1, 3, 3, 3, 1, 0], 
 [0, 1, 3, 3, 3, 2, 0], 
 [0, 1, 1, 2, 2, 2, 0], 
 [0, 1, 1, 2, 2, 2, 0], 
 [0, 0, 0, 0, 0, 0, 0]]) 
 >>> s = ndimage.generate_binary_structure(2,1) 
 >>> s 
 array([[False,  True, False], 
 [ True,  True,  True], 
 [False,  True, False]], dtype=bool) 
 >>> ndimage.grey_dilation(a, footprint=s) 
 array([[0, 0, 0, 0, 0, 0, 0], 
 [0, 0, 1, 3, 1, 0, 0], 
 [0, 1, 3, 3, 3, 1, 0], 
 [0, 1, 1, 3, 2, 1, 0], 
 [0, 1, 1, 2, 2, 2, 0], 
 [0, 0, 1, 1, 2, 0, 0], 
 [0, 0, 0, 0, 0, 0, 0]]) 
 >>> ndimage.grey_dilation(a, size=(3,3), structure=np.ones((3,3))) 
 array([[1, 1, 1, 1, 1, 1, 1], 
 [1, 2, 4, 4, 4, 2, 1], 
 [1, 2, 4, 4, 4, 2, 1], 
 [1, 2, 4, 4, 4, 3, 1], 
 [1, 2, 2, 3, 3, 3, 1], 
 [1, 2, 2, 3, 3, 3, 1], 
 [1, 1, 1, 1, 1, 1, 1]])'"
"def _buildFakeFKTable(cls, fakeTableName): 
    countCols = 0 
   attrs = {} 
   for col in cls._imdbpySchema.cols: 
      countCols += 1 
      if (col.name == 'id'): 
         continue 
      if (not col.foreignKey): 
         attrs[col.name] = MAP_COLS[col.kind](**col.params) 
         continue 
      thisColName = col.name 
      if thisColName.endswith('ID'): 
         thisColName = thisColName[:(-2)] 
      fks = col.foreignKey.split('.', 1) 
      foreignTableName = fks[0] 
      if (len(fks) == 2): 
         foreignColName = fks[1] 
      else: 
         foreignColName = 'id' 
      fk = ForeignKey(foreignTableName, name=thisColName, default=None) 
      attrs[thisColName] = fk 
   newcls = type(fakeTableName, (SQLObject,), attrs) 
   return newcls"," 'Create a fake table with all the fields of the real table, but with 
 fake foreign keys. 
 :param cls: The real table. 
 :param fakeTableName: The name of the fake table. 
 :return: The fake table.'","'Return a ""fake"" table, with foreign keys where needed.'"
"def get_locked_port_and_binding(context, port_id): 
    try: 
      port = context.session.query(models_v2.Port).enable_eagerloads(False).filter_by(id=port_id).with_lockmode('update').one() 
      binding = context.session.query(models.PortBinding).enable_eagerloads(False).filter_by(port_id=port_id).with_lockmode('update').one() 
      return (port, binding) 
   except exc.NoResultFound: 
      return (None, None)"," 'Returns a tuple of (port, binding) if the port is locked.'",'Get port and port binding records for update within transaction.'
"def missing_whitespace_around_operator(logical_line, tokens): 
    parens = 0 
   need_space = False 
   prev_type = tokenize.OP 
   prev_text = prev_end = None 
   for (token_type, text, start, end, line) in tokens: 
      if (token_type in (tokenize.NL, tokenize.NEWLINE, tokenize.ERRORTOKEN)): 
         continue 
      if (text in ('(', 'lambda')): 
         parens += 1 
      elif (text == ')'): 
         parens -= 1 
      if need_space: 
         if (start != prev_end): 
            if ((need_space is not True) and (not need_space[1])): 
               (yield (need_space[0], 'E225   missing   whitespace   around   operator')) 
            need_space = False 
         elif ((text == '>') and (prev_text in ('<', '-'))): 
            pass 
         else: 
            if ((need_space is True) or need_space[1]): 
               (yield (prev_end, 'E225   missing   whitespace   around   operator')) 
            else: 
               (code, optype) = ('E226', 'arithmetic') 
               if (prev_text == '%'): 
                  (code, optype) = ('E228', 'modulo') 
               elif (prev_text not in ARITHMETIC_OP): 
                  (code, optype) = ('E227', 'bitwise   or   shift') 
               (yield (need_space[0], ('%s   missing   whitespace   around   %s   operator' % (code, optype)))) 
            need_space = False 
      elif ((token_type == tokenize.OP) and (prev_end is not None)): 
         if ((text == '=') and parens): 
            pass 
         elif (text in WS_NEEDED_OPERATORS): 
            need_space = True 
         elif (text in UNARY_OPERATORS): 
            if (prev_type == tokenize.OP): 
               binary_usage = (prev_text in '}])') 
            elif (prev_type == tokenize.NAME): 
               binary_usage = (prev_text not in KEYWORDS) 
            else: 
               binary_usage = (prev_type not in SKIP_TOKENS) 
            if binary_usage: 
               need_space = None 
         elif (text in WS_OPTIONAL_OPERATORS): 
            need_space = None 
         if (need_space is None): 
            need_space = (prev_end, (start != prev_end)) 
         elif (need_space and (start == prev_end)): 
            (yield (prev_end, 'E225   missing   whitespace   around   operator')) 
            need_space = False 
      prev_type = token_type 
      prev_text = text 
      prev_end = end"," 'Check for missing whitespace around operators. 
 This rule checks for missing whitespace around operators, 
 such as \'<\' and \'>\' in relational expressions, 
 \'*\' and \'/\' in arithmetic expressions, 
 \'%\' in modulo expressions, 
 \'&\' and \'|\' in bitwise expressions, 
 and \'^\' and \'<<\' in shift expressions. 
 It also checks for missing whitespace around unary operators, 
 such as \'!\' and \'~\' in arithmetic expressions. 
 It also checks for missing whitespace around assignment operators, 
 such as \'=, \'+=, \'-=, \'*=, \'/=, \'%=, \'&=, \'|=, \'^=, \'<<=, \'>>=, 
 \'>>>=\', and \'>>>=. 
 It also checks for missing whitespace around comparison operators, 
 such as \'<, \'<=, \'==, \'!=, \'>, \'>=, \'!=\', and \'is\'. ","'- Always surround these binary operators with a single space on 
 either side: assignment (=), augmented assignment (+=, -= etc.), 
 comparisons (==, <, >, !=, <>, <=, >=, in, not in, is, is not), 
 Booleans (and, or, not). 
 - Use spaces around arithmetic operators. 
 Okay: i = i + 1 
 Okay: submitted += 1 
 Okay: x = x * 2 - 1 
 Okay: hypot2 = x * x + y * y 
 Okay: c = (a + b) * (a - b) 
 Okay: foo(bar, key=\'word\', *args, **kwargs) 
 Okay: alpha[:-i] 
 E225: i=i+1 
 E225: submitted +=1 
 E225: x = x /2 - 1 
 E225: z = x **y 
 E226: c = (a+b) * (a-b) 
 E226: hypot2 = x*x + y*y 
 E227: c = a|b 
 E228: msg = fmt%(errno, errmsg)'"
"def _fake_check_ldev_status(*args, **kwargs): 
    return None", 'Fake check_ldev_status function for tests.','Assume LDEV status has changed as desired.'
"def test_diagonal_gaussian_sample_from_epsilon(): 
    mlp = MLP(layers=[Linear(layer_name='h', dim=5, irange=0.01, max_col_norm=0.01)]) 
   conditional = DiagonalGaussian(mlp=mlp, name='conditional') 
   vae = DummyVAE() 
   conditional.set_vae(vae) 
   input_space = VectorSpace(dim=5) 
   conditional.initialize_parameters(input_space=input_space, ndim=5) 
   conditional.sample_from_epsilon((2, 10, 5))", 'Test that the conditional Gaussian samples from the epsilon','DiagonalGaussian.sample_from_epsilon doesn\'t crash'
"def edns_from_text(text): 
    return _from_text(text, _edns_by_text)"," 'Parse an EDNS0 text record and return a dict of the values. 
 :param text: The text record to parse. 
 :type text: str 
 :return: A dict of the values.'","'Convert a space-separated list of EDNS flag text values into a EDNS 
 flags value. 
 @rtype: int'"
"def _date_to_datetime(value): 
    if (not isinstance(value, datetime.date)): 
      raise TypeError(('Cannot   convert   to   datetime   expected   date   value;   received   %s' % value)) 
   return datetime.datetime(value.year, value.month, value.day)"," 'Convert a date to a datetime. 
 :param value: The date to convert. 
 :type value: datetime.date 
 :returns: The datetime object. 
 :rtype: datetime.datetime'","'Convert a date to a datetime for datastore storage. 
 Args: 
 value: A datetime.date object. 
 Returns: 
 A datetime object with time set to 0:00.'"
"def find_bad_registrations(): 
    registrations = models.Node.find(Q('is_registration', 'eq', True)) 
   for registration in registrations: 
      meta = (registration.registered_meta or {}) 
      keys = meta.keys() 
      if (len(keys) != 1): 
         print 'Inconsistency:   Number   of   keys   on   project   {}   ({})   !=   1'.format(registration.title, registration._primary_key) 
         continue 
      if (keys[0] not in known_schemas): 
         print 'Inconsistency:   Registration   schema   {}   on   project   {}   ({})   not   in   known   schemas'.format(keys[0], registration.title, registration._primary_key)"," 'Finds any registration schemas that are not in known_schemas. 
 This is to catch any new schemas that are not in known_schemas, 
 and to catch any registration schemas that are not in the 
 known_schemas for the project.'","'Find registrations with unexpected numbers of template keys or 
 outdated templates.'"
"def assert_has_n_elements_with_path(output, path, n): 
    xml = to_xml(output) 
   n = int(n) 
   num_elements = len(xml.findall(path)) 
   if (num_elements != n): 
      errmsg = ('Expected   to   find   %d   elements   with   path   %s,   but   %d   were   found.' % (n, path, num_elements)) 
      raise AssertionError(errmsg)"," 'Assert that the output has a certain number of elements with a certain 
 path. 
 :param output: The output to check. 
 :param path: The path to look for. 
 :param n: The number of elements to expect. 
 :raise AssertionError: If the number of elements with the path is not 
 equal to `n`. 
 :raise ValueError: If `n` is not an integer.'","'Asserts the specified output has exactly n elements matching the 
 path specified.'"
"def test_warning_config_google_home_listen_port(): 
    with patch.object(_LOGGER, 'warning') as mock_warn: 
      Config(None, {'type': 'google_home', 'host_ip': '123.123.123.123', 'listen_port': 8300}) 
      assert mock_warn.called 
      assert (mock_warn.mock_calls[0][1][0] == 'When   targetting   Google   Home,   listening   port   has   to   be   port   80')", 'Test that a warning is raised when the listen_port is not 80.','Test we warn when non-default port is used for Google Home.'
"def auc(actual, posterior): 
    r = tied_rank(posterior) 
   num_positive = len([0 for x in actual if (x == 1)]) 
   num_negative = (len(actual) - num_positive) 
   sum_positive = sum([r[i] for i in range(len(r)) if (actual[i] == 1)]) 
   auc = ((sum_positive - ((num_positive * (num_positive + 1)) / 2.0)) / (num_negative * num_positive)) 
   return auc"," 'Calculates the area under the ROC curve. 
 Parameters 
 actual : array 
 The actual values of the ROC curve. 
 posterior : array 
 The posterior probabilities of the ROC curve. 
 Returns 
 auc : float 
 The area under the ROC curve.'","'Computes the area under the receiver-operater characteristic (AUC) 
 This function computes the AUC error metric for binary classification. 
 Parameters 
 actual : list of binary numbers, numpy array 
 The ground truth value 
 posterior : same type as actual 
 Defines a ranking on the binary numbers, from most likely to 
 be positive to least likely to be positive. 
 Returns 
 score : double 
 The mean squared error between actual and posterior'"
"def addYGroove(derivation, negatives, x): 
    if (derivation.topBevel <= 0.0): 
      return 
   bottom = (derivation.height - derivation.topBevel) 
   top = derivation.height 
   groove = [complex(x, bottom), complex((x - derivation.topBevel), top), complex((x + derivation.topBevel), top)] 
   triangle_mesh.addSymmetricYPath(negatives, groove, (1.0001 * derivation.topRight.imag))"," 'Adds a Y groove to the derivation. 
 Parameters 
 derivation : Derivation 
 The derivation to add the groove to. 
 negatives : list 
 A list of negative numbers to use as the vertices of the groove. 
 x : float 
 The x-coordinate of the groove. 
 Returns 
 A list of vertices.'",'Add y groove'
"def _get_channel_stub(): 
    return apiproxy_stub_map.apiproxy.GetStub('channel')", 'Returns the Channel API stub',"'Gets the ChannelServiceStub instance from the API proxy stub map. 
 Returns: 
 The ChannelServiceStub instance as registered in the API stub map.'"
"@given('the   model   elements   with   name   and   tags') 
 def step_given_named_model_elements_with_tags(context): 
    assert context.table, 'REQUIRE:   context.table' 
   context.table.require_columns(['name', 'tags']) 
   model_element_names = set() 
   model_elements = [] 
   for row in context.table.rows: 
      name = row['name'].strip() 
      tags = convert_model_element_tags(row['tags']) 
      assert (name not in model_element_names), ('DUPLICATED:   name=%s' % name) 
      model_elements.append(ModelElement(name, tags=tags)) 
      model_element_names.add(name) 
   context.model_elements = model_elements", 'Given a table containing model elements with name and tags.',"'.. code-block:: gherkin 
 Given the model elements with name and tags: 
 | name | tags   | 
 | S1   | @foo   | 
 Then the tag expression select model elements with: 
 | tag expression | selected?    | 
 |  @foo          | S1, S3       | 
 | -@foo          | S0, S2, S3   |'"
