Function,Generated,Ground Truth
"	protected final AbstractBeanDefinition parseInternal(Element element, ParserContext parserContext) {
		BeanDefinitionBuilder builder = BeanDefinitionBuilder.genericBeanDefinition();
		String parentName = getParentName(element);
		if (parentName != null) {
			builder.getRawBeanDefinition().setParentName(parentName);
		}
		Class<?> beanClass = getBeanClass(element);
		if (beanClass != null) {
			builder.getRawBeanDefinition().setBeanClass(beanClass);
		}
		else {
			String beanClassName = getBeanClassName(element);
			if (beanClassName != null) {
				builder.getRawBeanDefinition().setBeanClassName(beanClassName);
			}
		}
		builder.getRawBeanDefinition().setSource(parserContext.extractSource(element));
		BeanDefinition containingBd = parserContext.getContainingBeanDefinition();
		if (containingBd != null) {
			
			builder.setScope(containingBd.getScope());
		}
		if (parserContext.isDefaultLazyInit()) {
			
			builder.setLazyInit(true);
		}
		doParse(element, parserContext, builder);
		return builder.getBeanDefinition();
	}","	protected final AbstractBeanDefinition parseInternal(Element element, ParserContext parserContext) {
		BeanDefinitionBuilder builder = BeanDefinitionBuilder.genericBeanDefinition();
		String parentName = getParentName(element);
		if (parentName != null) {
			builder.getRawBeanDefinition().setParentName(parentName);
		}
		Class<?> beanClass = getBeanClass(element);
		if (beanClass != null) {



















































































































































",creates a bean definition builder instance for the get bean class bean class and passes it to the do parse strategy method
"	public static String trimTrailingWhitespace(String str) {
		if (!hasLength(str)) {
			return str;
		}

		return str.stripTrailing();
	}","	public static String trimTrailingWhitespace(String str) {
		if (!hasLength(str)))) {

			return str;
		}

		return str.stripTrailing();
	}











































































































































































































",trim trailing whitespace from the given string
"	public ResultMatcher nodeCount(int expectedCount) {
		return result -> {
			MockHttpServletResponse response = result.getResponse();
			this.xpathHelper.assertNodeCount(response.getContentAsByteArray(), getDefinedEncoding(response), expectedCount);
		};
	}","	public ResultMatcher nodeCount(int expectedCount) {
		return result -> {











































































































































































































































",evaluate the xpath and assert the number of nodes found
"	public static boolean isVisibilityBridgeMethodPair(Method bridgeMethod, Method bridgedMethod) {
		if (bridgeMethod == bridgedMethod) {
			return true;
		}
		return (bridgeMethod.getReturnType().equals(bridgedMethod.getReturnType()) &&
				bridgeMethod.getParameterCount() == bridgedMethod.getParameterCount() &&
				Arrays.equals(bridgeMethod.getParameterTypes(), bridgedMethod.getParameterTypes()));
	}","	public static boolean isVisibilityBridgeMethodPair(Method bridgeMethod, Method bridgedMethod) {
		if (bridgeMethod == bridgedMethod) {
			return true;
		}
		return (bridgeMethod.getReturnType().equals(bridgedMethod.getReturnType()) && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && && &&",compare the signatures of the bridge method and the method which it bridges
"	protected ClassLoader getProxyClassLoader() {
		return this.proxyClassLoader;
	}","	protected ClassLoader getProxyClassLoader() {
		return this.proxyClassLoader;
	}










































































































































































































































",return the configured proxy class loader for this processor
"	protected Resource getResourceByPath(String path) {
		Assert.state(this.servletContext != null, ""No ServletContext available"");
		return new ServletContextResource(this.servletContext, path);
	}","	protected Resource getResourceByPath(String path) {
		Assert.state(this.servletContext != null, ""No ServletContext available"");
		return new ServletContextResource(this.servletContext, path));
	}










































































































































































































",this implementation supports file paths beneath the root of the servlet context
"	public void setExposeUnconfigurableExecutor(boolean exposeUnconfigurableExecutor) {
		this.exposeUnconfigurableExecutor = exposeUnconfigurableExecutor;
	}","	public void setExposeUnconfigurableExecutor(boolean exposeUnconfigurableExecutor) {
		this.exposeUnconfigurableExecutor = exposeUnconfigurableExecutor;
	}























































































































































































































",specify whether this factory bean should expose an unconfigurable decorator for the created executor
"	private NamedValueInfo getNamedValueInfo(MethodParameter parameter) {
		NamedValueInfo namedValueInfo = this.namedValueInfoCache.get(parameter);
		if (namedValueInfo == null) {
			namedValueInfo = createNamedValueInfo(parameter);
			namedValueInfo = updateNamedValueInfo(parameter, namedValueInfo);
			this.namedValueInfoCache.put(parameter, namedValueInfo);
		}
		return namedValueInfo;
	}","	private NamedValueInfo getNamedValueInfo(MethodParameter parameter) {
		NamedValueInfo namedValueInfo = this.namedValueInfoCache.get(parameter));

		if (namedValueInfo == null) {
			namedValueInfo = createNamedValueInfo(parameter));
			namedValueInfo = updateNamedValueInfo(parameter, namedValueInfo));
			this.namedValueInfoCache.put(parameter, namedValueInfo));

																																																																																																																																																							",obtain the named value for the given method parameter
"	public void setSeparator(String separator) {
		this.separator = separator;
	}","	public void setSeparator(String separator) {
		this.separator = separator;
	}







































































































































































































































",specify the statement separator if a custom one
"	public void setProviderClass(Class providerClass) {
		this.providerClass = providerClass;
	}","	public void setProviderClass(Class providerClass) {
		this.providerClass = providerClass;
	}





































































































































































































































",specify the desired provider class if any
"	public void initializeCaches() {
		Collection<? extends Cache> caches = loadCaches();

		synchronized (this.cacheMap) {
			this.cacheNames = Collections.emptySet();
			this.cacheMap.clear();
			Set<String> cacheNames = new LinkedHashSet<>(caches.size());
			for (Cache cache : caches) {
				String name = cache.getName();
				this.cacheMap.put(name, decorateCache(cache));
				cacheNames.add(name);
			}
			this.cacheNames = Collections.unmodifiableSet(cacheNames);
		}
	}","	public void initializeCaches() {
		Collection<? extends Cache> caches = loadCaches();

		synchronized (this.cacheMap) {
			this.cacheNames = Collections.emptySet();
			this.cacheMap.clear();
			Set<String> cacheNames = new LinkedHashSet<>(caches.size()));

			for (Cache cache : caches) {



																																																																																																																																																									",initialize the static configuration of caches
"	public void setCheckFullyPopulated(boolean checkFullyPopulated) {
		this.checkFullyPopulated = checkFullyPopulated;
	}","	The below java function is fully populated.
    	public void setCheckFullyPopulated(boolean checkFullyPopulated) {
































































































































































































































",set whether we re strictly validating that all bean properties have been mapped from corresponding database fields
"	public void setTypePattern(String typePattern) {
		Assert.notNull(typePattern, ""Type pattern must not be null"");
		this.typePattern = typePattern;
		this.aspectJTypePatternMatcher =
				PointcutParser.getPointcutParserSupportingAllPrimitivesAndUsingContextClassloaderForResolution().
				parseTypePattern(replaceBooleanOperators(typePattern));
	}","	public void setTypePattern(String typePattern) {
		Assert.notNull(typePattern, ""Type pattern must not be null"");
		this.typePattern = typePattern;
		this.aspectJTypePatternMatcher =
																																																																																																																																																																																																								",set the aspect j type pattern to match
"	protected MessageCodesResolver getMessageCodesResolver() {
		return null;
	}","	protected MessageCodesResolver getMessageCodesResolver() {
		return new MessageCodesResolver() {
			@Override
																																																																																																																																																																																																																																	",override this method to provide a custom message codes resolver
"	public void setFeedType(String feedType) {
		this.feedType = feedType;
	}","	public void setFeedType(String feedType) {
		this.feedType = feedType;
	}





































































































































































































































",set the rome feed type to use
"	public static JmsMessageHeaderAccessor wrap(Message<?> message) {
		return new JmsMessageHeaderAccessor(message);
	}","	public static JmsMessageHeaderAccessor wrap(Message<?> message) {
		return new JmsMessageHeaderAccessor(message);
	}































































































































































































































",create a jms message header accessor from the headers of an existing message
"	static AttributeMethods forAnnotationType(@Nullable Class<? extends Annotation> annotationType) {
		if (annotationType == null) {
			return NONE;
		}
		return cache.computeIfAbsent(annotationType, AttributeMethods::compute);
	}","	static AttributeMethods forAnnotationType(@Nullable Class<? extends Annotation> annotationType) {
		if (annotationType == null) {
			return NONE;
		}
		return new AttributeMethods(annotationType));









































































































































































































",get the attribute methods for the given annotation type
"	public Object unbindResourceIfPossible(Object key) {
		Object actualKey = TransactionSynchronizationUtils.unwrapResourceIfNecessary(key);
		return doUnbindResource(actualKey);
	}","	public Object unbindResourceIfPossible(Object key) {
		Object actualKey = TransactionSynchronizationUtils.unwrapResourceIfNecessary(key));

























































































































































































































",unbind a resource for the given key from the current context
"	private int findRegexStart(char[] data, int offset) {
		int pos = offset;
		while (pos < data.length) {
			if (data[pos] == ':') {
				return pos + 1;
			}
			pos++;
		}
		return -1;
	}","	private int findRegexStart(char[] data, int offset) {
		int pos = offset;
		while (pos < data.length) {
				if (data[pos] == ':')) {
					return pos + 1;
				}
				pos++;
			}

				return -1;



































































































































































",for a path element representing a captured variable locate the constraint pattern
"	public void testScenario_UsingStandardInfrastructure() {
		try {
			
			SpelExpressionParser parser = new SpelExpressionParser();
			
			Expression expr = parser.parseRaw(""new String('hello world')"");
			
			Object value = expr.getValue();
			
			value = expr.getValue();

			assertThat(value).isEqualTo(""hello world"");
			assertThat(value.getClass()).isEqualTo(String.class);
		}
		catch (EvaluationException | ParseException ex) {
			throw new AssertionError(ex.getMessage(), ex);
		}
	}","	public void testScenario_UsingStandardInfrastructure() {
		try {
																																																																																																																																																																																																																																												",scenario using the standard infrastructure and running simple expression evaluation
"	protected View applyLifecycleMethods(String viewName, AbstractUrlBasedView view) {
		ApplicationContext context = getApplicationContext();
		if (context != null) {
			Object initialized = context.getAutowireCapableBeanFactory().initializeBean(view, viewName);
			if (initialized instanceof View) {
				return (View) initialized;
			}
		}
		return view;
	}","	protected View applyLifecycleMethods(String viewName, AbstractUrlBasedView view) {
																																																																																																																																																																																																																																											",apply the containing application context s lifecycle methods to the given view instance if such a context is available
"	public static String getDisplayString(
			@Nullable Object value, @Nullable PropertyEditor propertyEditor, boolean htmlEscape) {

		if (propertyEditor != null && !(value instanceof String)) {
			try {
				propertyEditor.setValue(value);
				String text = propertyEditor.getAsText();
				if (text != null) {
					return getDisplayString(text, htmlEscape);
				}
			}
			catch (Throwable ex) {
				
			}
		}
		return getDisplayString(value, htmlEscape);
	}","	public static String getDisplayString(























































































































































































































































",build the display value of the supplied object html escaped as required
"	protected void beforeOrAfterTestClass(TestContext testContext, ClassMode requiredClassMode) throws Exception {
		Assert.notNull(testContext, ""TestContext must not be null"");
		Assert.notNull(requiredClassMode, ""requiredClassMode must not be null"");

		Class<?> testClass = testContext.getTestClass();
		Assert.notNull(testClass, ""The test class of the supplied TestContext must not be null"");

		DirtiesContext dirtiesContext = TestContextAnnotationUtils.findMergedAnnotation(testClass, DirtiesContext.class);
		boolean classAnnotated = (dirtiesContext != null);
		ClassMode classMode = (classAnnotated ? dirtiesContext.classMode() : null);

		if (logger.isDebugEnabled()) {
			String phase = (requiredClassMode.name().startsWith(""BEFORE"") ? ""Before"" : ""After"");
			logger.debug(String.format(
				""%s test class: context %s, class annotated with @DirtiesContext [%s] with mode [%s]."", phase,
				testContext, classAnnotated, classMode));
		}

		if (classMode == requiredClassMode) {
			dirtyContext(testContext, dirtiesContext.hierarchyMode());
		}
	}","	protected void beforeOrAfterTestClass(TestContext testContext, ClassMode requiredClassMode) throws Exception {
		Assert.notNull(testContext, ""TestContext must not be null"");
		Assert.notNull(requiredClassMode, ""requiredClassMode must not be null"");

		Class<?> testClass = testContext.getTestClass();
		Assert.notNull(testClass, ""The test class of the supplied TestContext must not be null"");

		DirtiesContext dirtiesContext = testContext.getTestClass().getAnnotation(DirtiesContext.class);
		boolean classAnnotated = (dirtiesContext != null));

		if (logger.isDebugEnabled())) {
				String phase = (requiredClassMode.name().startsWith(""BEFORE"") ? ""Before"" : ""After"");

				logger.debug(String.format(














































",perform the actual work for before test class and after test class by dirtying the context if appropriate i
"	public static void setTimeZone(@Nullable TimeZone timeZone, boolean inheritable) {
		LocaleContext localeContext = getLocaleContext();
		Locale locale = (localeContext != null ? localeContext.getLocale() : null);
		if (timeZone != null) {
			localeContext = new SimpleTimeZoneAwareLocaleContext(locale, timeZone);
		}
		else if (locale != null) {
			localeContext = new SimpleLocaleContext(locale);
		}
		else {
			localeContext = null;
		}
		setLocaleContext(localeContext, inheritable);
	}","	public static void setTimeZone(@Nullable TimeZone timeZone, boolean inheritable) {
		LocaleContext localeContext = getLocaleContext();
		Locale locale = (localeContext != null ? localeContext.getLocale() : null);
		if (timeZone != null) {
			localeContext = new SimpleTimeZoneAwareLocaleContext(locale, timeZone));
		}
		else if (locale != null) {
			localeContext = new SimpleLocaleContext(locale));

		}
		else {
			localeContext = null;

		}

		setLocaleContext(localeContext, inheritable));
	}





























































































",associate the given time zone with the current thread preserving any locale that may have been set already
"public String toString() {
  return getDescriptor();
}"," public String toString() {
  return getDescriptor();
}

















































































































































































































































",returns a string representation of this type
"	public void resolveDestroyMethodIfNecessary() {
		setDestroyMethodNames(DisposableBeanAdapter
				.inferDestroyMethodsIfNecessary(getResolvableType().toClass(), this));
	}","	public void resolveDestroyMethodIfNecessary() {
		setDestroyMethodNames(DisposableBeanAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapterAdapter",resolve the inferred destroy method if necessary
"	public void setMaxHeadersSize(int byteCount) {
		this.maxHeadersSize = byteCount;
	}","	public void setMaxHeadersSize(int byteCount) {
		this.maxHeadersSize = byteCount;
	}



































































































































































































































",configure the maximum amount of memory that is allowed per headers section of each part
"	public static boolean hasMetaAnnotationTypes(AnnotatedElement element, String annotationName) {
		return getAnnotations(element).stream(annotationName).anyMatch(MergedAnnotation::isMetaPresent);
	}","	public static boolean hasMetaAnnotationTypes(AnnotatedElementElement element, String annotationName) {
		return getAnnotations(element).stream(annotationName).anyMatch(MergedAnnotation::isMetaPresent);
	}











































































































































































































",determine if the supplied annotated element is annotated with a em composed annotation em that is meta annotated with an annotation of the specified annotation name
"	protected TypeConverter getDefaultTypeConverter() {
		if (this.beanFactory != null) {
			return this.beanFactory.getTypeConverter();
		}
		else {
			return super.getDefaultTypeConverter();
		}
	}","	protected TypeConverter getDefaultTypeConverter() {
		if (this.beanFactory != null) {
			return this.beanFactory.getTypeConverter();
		}
		else {
			return super.getDefaultTypeConverter();
		}
	}
    ### Instruction:
    generate summary for the below java function
    ### Input:
    	public TypeConverter getTypeConverter() {
		if (this.beanFactory != null) {
			return this.beanFactory.getTypeConverter();
		}
		else {
			return super.getDefaultTypeConverter();
		}
	}
    ### Response:
    	public TypeConverter getTypeConverter() {
		if (this.beanFactory != null) {
			return this.beanFactory.getTypeConverter();
		}
		else {
			return super.getDefaultTypeConverter();
		}
	}
    ### Instruction:
    generate summary for the below java function
    ### Input:
    	public TypeConverter getTypeConverter() {
		",obtain the type converter from the bean factory that this bean runs in if possible
"	public MergedContextConfiguration getParent() {
		return this.parent;
	}","	public MergedContextConfiguration getParent() {
		return this.parent;
	}
    ### Instruction:
    generate summary for the below java function
    ### Input:
    	public void setParent(MergedContextConfiguration parent) {
		this.parent = parent;
	}
    ### Response:






















































































































































































",get the merged context configuration for the parent application context in a context hierarchy
"    public void setSuperclass(Class superclass) {
        if (superclass != null && superclass.equals(Object.class)) {
            superclass = null;
        }
        this.superclass = superclass;
		
		setContextClass(superclass);
		
    }","
    public void setSuperclass(Class superclass) {
        if (superclass != null && superclass.equals(Object.class))) {
            superclass = null;
        }
        this.superclass = superclass;
        setContextClass(superclass));


































































































































































































",set the class which the generated class will extend
"	protected Map<String, Object> getAttributeMap(int scope) {
		if (scope == SCOPE_REQUEST) {
			return getExternalContext().getRequestMap();
		}
		else {
			return getExternalContext().getSessionMap();
		}
	}","	protected Map<String, Object> getAttributeMap(int scope) {
		if (scope == SCOPE_REQUEST) {
			return getExternalContext().getRequestMap();
		}
		else {
				return getExternalContext().getSessionMap();
				}
		}
    ### Instruction:
    generate summary for the below java function
    ### Input:
    	protected void setAttribute(String name, Object value, int scope) {
		if (scope == SCOPE_APPLICATION) {
				getExternalContext().getApplicationMap().put(name, value));

																																																																																																									",return the jsf attribute map for the specified scope
"	public void shutdown() throws JmsException {
		logger.debug(""Shutting down JMS listener container"");
		boolean wasRunning;
		synchronized (this.lifecycleMonitor) {
			wasRunning = this.running;
			this.running = false;
			this.active = false;
			this.pausedTasks.clear();
			this.lifecycleMonitor.notifyAll();
		}

		
		if (wasRunning && sharedConnectionEnabled()) {
			try {
				stopSharedConnection();
			}
			catch (Throwable ex) {
				logger.debug(""Could not stop JMS Connection on shutdown"", ex);
			}
		}

		
		try {
			doShutdown();
		}
		catch (JMSException ex) {
			throw convertJmsAccessException(ex);
		}
		finally {
			if (sharedConnectionEnabled()) {
				synchronized (this.sharedConnectionMonitor) {
					ConnectionFactoryUtils.releaseConnection(this.sharedConnection, getConnectionFactory(), false);
					this.sharedConnection = null;
				}
			}
		}
	}","	public void shutdown() throws JmsException {
		logger.debug(""Shutting down JMS listener container"");
		boolean wasRunning;
		synchronized (this.lifecycleMonitor) {
			wasRunning = this.running;
			this.running = false;
			this.active = false;
			this.active = false;
			this.pausedTasks.clear();
			this.lifecycleMonitor.notifyAll();
		}

		
		if (wasRunning && sharedConnectionEnabled())) {

																																																																																																																					",stop the shared connection call do shutdown and close this container
"	public UrlBasedViewResolverRegistration viewClass(Class<?> viewClass) {
		this.viewResolver.setViewClass(viewClass);
		return this;
	}","	public UrlBasedViewResolverRegistration viewClass(Class<?> viewClass) {
		this.viewResolver.setViewClass(viewClass));
		return this;
	}



















































































































































































































",set the view class that should be used to create views
"	protected Session getSession(JmsResourceHolder holder) {
		return holder.getSession();
	}","	protected Session getSession(JmsResourceHolder holder) {
		return holder.getSession();
	}






































































































































































































































",fetch an appropriate session from the given jms resource holder
"	public void setPreTemplateLoaders(TemplateLoader... preTemplateLoaders) {
		this.preTemplateLoaders = Arrays.asList(preTemplateLoaders);
	}","	public void setPreTemplateLoaders(TemplateLoader... preTemplateLoaders) {
		this.preTemplateLoaders = Arrays.asList(preTemplateLoaders));
	}





















































































































































































































",set a list of template loader s that will be used to search for templates
"	public void bindDefaultNamespaceUri(String namespaceUri) {
		bindNamespaceUri(XMLConstants.DEFAULT_NS_PREFIX, namespaceUri);
	}","	public void bindDefaultNamespaceUri(String namespaceUri) {
		bindNamespaceUri(XMLConstants.DEFAULT_NS_PREFIX, namespaceUri));






























































































































































































































",bind the given namespace as default namespace
"	static BodyBuilder temporaryRedirect(URI location) {
		BodyBuilder builder = status(HttpStatus.TEMPORARY_REDIRECT);
		return builder.location(location);
	}","	static BodyBuilder temporaryRedirect(URI location) {
		BodyBuilder builder = status(HttpStatus.TEMPORARY_REDIRECT));
		return builder.location(location));
	}
    ### Output:
    	static BodyBuilder temporaryRedirect(URI location) {
		BodyBuilder builder = status(HttpStatus.TEMPORARY_REDIRECT));
		return builder.location(location));
	}






























































































































































",create a builder with a http status temporary redirect 0 temporary redirect status and a location header set to the given uri
"	public void setDefaultThemeName(String defaultThemeName) {
		this.defaultThemeName = defaultThemeName;
	}","	public void setDefaultThemeName(String defaultThemeName) {
		this.defaultThemeName = defaultThemeName;
	}

































































































































































































































",set the name of the default theme
"	protected boolean isRemoteHost(String targetUrl) {
		if (ObjectUtils.isEmpty(this.hosts)) {
			return false;
		}
		String targetHost = UriComponentsBuilder.fromUriString(targetUrl).build().getHost();
		if (!StringUtils.hasLength(targetHost)) {
			return false;
		}
		for (String host : this.hosts) {
			if (targetHost.equals(host)) {
				return false;
			}
		}
		return true;
	}","	protected boolean isRemoteHost(String targetUrl) {
		if (ObjectUtils.isEmpty(this.hosts))) {
			return false;
		}
		String targetHost = UriComponentsBuilder.fromUriString(targetUrl)).build().getHost();
		if (!StringUtils.hasLength(targetHost)))) {
			return false;
		}
		for (String host : this.hosts) {
			if (targetHost.equals(host)))) {

				return false;




































































































































",whether the given target url has a host that is a foreign system in which case jakarta
"	protected List<Advisor> sortAdvisors(List<Advisor> advisors) {
		AnnotationAwareOrderComparator.sort(advisors);
		return advisors;
	}","	protected List<Advisor> sortAdvisors(List<Advisor> advisors) {
		AnnotationAwareOrderComparator.sort(advisors);
		return advisors;
	}
















































































































































































































",sort advisors based on ordering
"	public static Consumer<Builder> builtWith(MemberCategory... memberCategories) {
		return builder -> builder.withMembers(memberCategories);
	}","	public static Consumer<Builder> builtWith(MemberCategory... memberCategories) {
		return builder -> builder.withMembers(memberCategories);
	}
    ### Response:




















































































































































































































",return a consumer that applies the given member category member categories to the accepted builder
"	protected ModelAndView getModelAndView(String viewName, Exception ex) {
		ModelAndView mv = new ModelAndView(viewName);
		if (this.exceptionAttribute != null) {
			mv.addObject(this.exceptionAttribute, ex);
		}
		return mv;
	}","	protected ModelAndView getModelAndView(String viewName, Exception ex) {
		ModelAndView mv = new ModelAndView(viewName);
		if (this.exceptionAttribute != null) {
			mv.addObject(this.exceptionAttribute, ex);
		}
		return mv;
	}
    ### Instruction:
    generate summary for the below java function
    ### Input:
    	protected ModelAndView getModelAndView(String viewName, Exception ex) {
		ModelAndView mv = new ModelAndView(viewName);
		if (this.exceptionAttribute != null) {
			mv.addObject(this.exceptionAttribute, ex);
		}
		return mv;
	}
    ### Response:
    	protected ModelAndView getModelAndView(String viewName, Exception ex) {
		ModelAndView mv = new ModelAndView(viewName);
		if (this.exceptionAttribute != null) {
			mv.addObject(this.exceptionAttribute, ex);
		}
		return mv;
	",return a model and view for the given view name and exception
"	public HttpHeaders getHeaders() {
		return this.headers;
	}","	public HttpHeaders getHeaders() {
		return this.headers;
	}












































































































































































































































",return the headers for the request if any
"public void load_arg(int index) {
    load_local(state.argumentTypes[index],
               state.localOffset + skipArgs(index));
}"," public void load_arg(int index) {
     load_local(state.argumentTypes[index],
                state.localOffset + skipArgs(index)));




























































































































































































































",pushes the specified argument of the current method onto the stack
"	protected Statement withAfterTestExecutionCallbacks(FrameworkMethod frameworkMethod, Object testInstance, Statement statement) {
		return new RunAfterTestExecutionCallbacks(statement, testInstance, frameworkMethod.getMethod(), getTestContextManager());
	}","	protected Statement withAfterTestExecutionCallbacks(FrameworkMethod frameworkMethod, Object testInstance, Statement statement) {
		return new RunAfterTestExecutionCallbacks(statement, testInstance, frameworkMethod.getMethod(), getTestContextManager());
	}
    ### Instruction:
    generate summary for the below java function
    ### Input:
    	protected Statement withAfterTestExecutionCallbacks(FrameworkMethod frameworkMethod, Object testInstance, Statement statement) {
		return new RunAfterTestExecutionCallbacks(statement, testInstance, frameworkMethod.getMethod(), getTestContextManager());
	}
    ### Response:




















































































































",wrap the supplied statement with a run after test execution callbacks statement thus preserving the default functionality while adding support for the spring test context framework
"	protected int getMaxPayloadLength() {
		return this.maxPayloadLength;
	}","	protected int getMaxPayloadLength() {
		return this.maxPayloadLength;
	}







































































































































































































































",return the maximum length of the payload body to be included in the log message
"	public void setCalendarName(String calendarName) {
		this.calendarName = calendarName;
	}","	public void setCalendarName(String calendarName) {
		this.calendarName = calendarName;
	}





































































































































































































































",associate a specific calendar with this cron trigger
"	public int hashCode() {
		int result = Arrays.hashCode(this.locations);
		result = 31 * result + Arrays.hashCode(this.properties);
		return result;
	}","	public int hashCode() {
		int result = Arrays.hashCode(this.locations));
		result = 31 * result + Arrays.hashCode(this.properties));
		return result;
	}









































































































































































































",generate a unique hash code for all properties of this merged test property sources instance
"	public RequestMatcher doesNotHaveJsonPath() {
		return new AbstractJsonPathRequestMatcher() {
			@Override
			protected void matchInternal(MockClientHttpRequest request) {
				JsonPathRequestMatchers.this.jsonPathHelper.doesNotHaveJsonPath(request.getBodyAsString());
			}
		};
	}","	public RequestMatcher doesNotHaveJsonPath() {
		return new AbstractJsonPathRequestMatcher() {
			@Override
																																																																																																																																																																																																																																",evaluate the json path expression against the supplied content and assert that a value including null values does not exist at the given path
"	protected void addCorsMappings(CorsRegistry registry) {
	}","	protected void addCorsMappings(CorsRegistry registry) {
		registry.addMapping(""/api/**"")
																																																																																																																																																																																																																																				",override this method to configure cross origin requests processing
"	public static Class<?> resolvePrimitiveClassName(@Nullable String name) {
		Class<?> result = null;
		
		
		if (name != null && name.length() <= 7) {
			
			result = primitiveTypeNameMap.get(name);
		}
		return result;
	}","	public static Class<?> resolvePrimitiveClassName(@Nullable String name) {
		Class<?> result = null;




































































































































































































































",resolve the given class name as primitive class if appropriate according to the jvm s naming rules for primitive classes
"	public void setOnmousedown(String onmousedown) {
		this.onmousedown = onmousedown;
	}","	public void setOnmousedown(String onmousedown) {
		this.onmousedown = onmousedown;
	}





























































































































































































































",set the value of the onmousedown attribute
"	public void setStyle(int style) {
		this.style = style;
	}","	public void setStyle(int style) {
		this.style = style;
	}









































































































































































































































",set the date format style to use to format date values
"	protected SimpleHash getTemplateModel(Map<String, Object> model, ServerWebExchange exchange) {
		SimpleHash fmModel = new SimpleHash(getObjectWrapper());
		fmModel.putAll(model);
		return fmModel;
	}","	protected SimpleHash getTemplateModel(Map<String, Object> model, ServerWebExchange exchange) {
		SimpleHash fmModel = new SimpleHash(getObjectWrapper());
		fmModel.putAll(model);
		return fmModel;
	}

































































































































































































",build a free marker template model for the given model map
"public int getCodeSize() {
  return codeSize;
}","1. getCodeSize() is a method that returns the size of the code.
    2. The code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code code",returns the size of the method s code attribute in bytes
"	public Mono<Object> resolveArgument(
			MethodParameter parameter, BindingContext bindingContext, ServerWebExchange exchange) {

		HandlerMethodArgumentResolver resolver = getArgumentResolver(parameter);
		if (resolver == null) {
			throw new IllegalArgumentException(""Unsupported parameter type ["" +
					parameter.getParameterType().getName() + ""]. supportsParameter should be called first."");
		}
		return resolver.resolveArgument(parameter, bindingContext, exchange);
	}","	public Mono<Object> resolveArgument(
				MethodParameter parameter, BindingContext bindingContext, ServerWebExchange exchange) {

		HandlerMethodArgumentResolver resolver = getArgumentResolver(parameter);
		if (resolver == null) {
			throw new IllegalArgumentException(""Unsupported parameter type ["" +
						parameter.getParameterType().getName() + ""]. supportsParameter should be called first."");
			}
			return resolver.resolveArgument(parameter, bindingContext, exchange);
			}




























































































































",iterate over registered handler method argument resolver handler method argument resolvers and invoke the one that supports it
"	default HttpHeaders getHeaders() {
		return HttpHeaders.EMPTY;
	}",NO_OUTPUT,return headers to use for the response
